Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
152	17:56:45	17:56:45	17:56:45	17:56:45	17:57:04	17:57:04			17:57:05	17:57:05	17:57:11	17:57:11	17:58:17	17:58:17	17:58:17	17:58:17	17:58:17	17:58:17			17:58:18	17:58:18		00:00:00	00:00:19		00:00:00	00:00:05	00:01:06	00:00:00	00:00:00		00:00:01	00:01:33
153	17:58:18	17:58:18	17:58:18	17:58:18	17:58:33	17:58:33			17:58:34	17:58:34	17:58:40	17:58:40	17:59:43	17:59:43	17:59:43	17:59:43	17:59:43	17:59:43			17:59:44	17:59:44		00:00:00	00:00:14		00:00:00	00:00:05	00:01:02	00:00:00	00:00:00		00:00:01	00:01:26
154	17:59:45	17:59:45	17:59:45	17:59:45	18:00:05	18:00:05			18:00:06	18:00:06	18:00:11	18:00:11	18:01:17	18:01:17	18:01:17	18:01:17	18:01:17	18:01:17			18:01:19	18:01:19		00:00:00	00:00:20		00:00:00	00:00:05	00:01:06	00:00:00	00:00:00		00:00:01	00:01:34
155	18:01:19	18:01:19	18:01:19	18:01:19	18:01:34	18:01:34			18:01:35	18:01:35	18:01:41	18:01:41	18:02:39	18:02:39	18:02:39	18:02:39	18:02:39	18:02:39			18:02:40	18:02:40		00:00:00	00:00:15		00:00:01	00:00:05	00:00:57	00:00:00	00:00:00		00:00:01	00:01:21
156	18:02:41	18:02:41	18:02:41	18:02:41	18:03:02	18:03:02			18:03:03	18:03:03	18:03:09	18:03:09	18:04:10	18:04:10	18:04:10	18:04:10	18:04:10	18:04:10			18:04:16	18:04:16		00:00:00	00:00:21		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:05	00:01:35
157	18:04:16	18:04:16	18:04:16	18:04:16	18:04:35	18:04:35			18:04:35	18:04:35	18:04:41	18:04:41	18:05:45	18:05:45	18:05:45	18:05:45	18:05:45	18:05:45			18:05:50	18:05:50		00:00:00	00:00:18		00:00:00	00:00:05	00:01:03	00:00:00	00:00:00		00:00:05	00:01:34
158	18:05:51	18:05:51	18:05:51	18:05:51	18:06:08	18:06:08			18:06:08	18:06:08	18:06:14	18:06:14	18:07:17	18:07:17	18:07:17	18:07:17	18:07:17	18:07:17			18:07:23	18:07:23		00:00:00	00:00:16		00:00:00	00:00:05	00:01:03	00:00:00	00:00:00		00:00:05	00:01:32
159	18:07:23	18:07:23	18:07:23	18:07:23	18:07:44	18:07:44			18:07:45	18:07:45	18:07:51	18:07:51	18:08:51	18:08:51	18:08:51	18:08:51	18:08:51	18:08:51			18:08:57	18:08:57		00:00:00	00:00:20		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:05	00:01:33
160	18:08:57	18:08:57	18:08:57	18:08:57	18:09:13	18:09:13			18:09:14	18:09:14	18:09:19	18:09:19	18:10:20	18:10:20	18:10:20	18:10:20	18:10:20	18:10:20	18:10:20	18:10:20	18:11:28	18:11:28		00:00:00	00:00:15		00:00:00	00:00:04	00:01:00	00:00:00	00:00:00	00:00:00	00:01:07	00:02:30
161	18:11:28	18:11:28	18:11:29	18:11:29	18:11:44	18:11:44			18:11:45	18:11:45	18:11:51	18:11:51	18:12:54	18:12:54	18:12:54	18:12:54	18:12:54	18:12:54			18:12:56	18:12:56		00:00:01	00:00:14		00:00:01	00:00:05	00:01:03	00:00:00	00:00:00		00:00:01	00:01:27
162	18:12:56	18:12:56	18:12:56	18:12:56	18:13:15	18:13:15			18:13:16	18:13:16	18:13:21	18:13:21	18:14:22	18:14:22	18:14:23	18:14:23	18:14:23	18:14:23			18:14:24	18:14:24		00:00:00	00:00:18		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:01	00:01:28
163	18:14:24	18:14:24	18:14:25	18:14:25	18:14:42	18:14:42			18:14:43	18:14:43	18:14:49	18:14:49	18:15:51	18:15:51	18:15:51	18:15:51	18:15:51	18:15:51			18:15:57	18:15:57		00:00:00	00:00:17		00:00:00	00:00:05	00:01:02	00:00:00	00:00:00		00:00:06	00:01:32
164	18:15:58	18:15:58	18:15:58	18:15:58	18:16:17	18:16:17			18:16:18	18:16:18	18:16:23	18:16:23	18:17:25	18:17:25	18:17:26	18:17:26	18:17:26	18:17:26			18:17:27	18:17:27		00:00:00	00:00:19		00:00:00	00:00:05	00:01:02	00:00:00	00:00:00		00:00:01	00:01:29
165	18:17:27	18:17:27	18:17:28	18:17:28	18:17:45	18:17:45			18:17:46	18:17:46	18:17:51	18:17:51	18:18:51	18:18:51	18:18:51	18:18:51	18:18:51	18:18:51			18:18:53	18:18:53		00:00:00	00:00:17		00:00:01	00:00:05	00:00:59	00:00:00	00:00:00		00:00:01	00:01:25
166	18:18:53	18:18:53	18:18:53	18:18:53	18:19:12	18:19:12			18:19:13	18:19:13	18:19:18	18:19:18	18:20:21	18:20:21	18:20:21	18:20:21	18:20:21	18:20:21			18:20:26	18:20:26		00:00:00	00:00:18		00:00:00	00:00:05	00:01:02	00:00:00	00:00:00		00:00:05	00:01:33
167	18:20:26	18:20:26	18:20:27	18:20:27	18:20:44	18:20:44			18:20:45	18:20:45	18:20:50	18:20:50	18:21:52	18:21:52	18:21:52	18:21:52	18:21:52	18:21:52			18:21:57	18:21:57		00:00:00	00:00:17		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:05	00:01:31
168	18:21:58	18:21:58	18:21:58	18:21:58	18:22:17	18:22:17			18:22:18	18:22:18	18:22:23	18:22:23	18:23:19	18:23:19	18:23:21	18:23:21	18:23:21	18:23:21			18:23:26	18:23:26		00:00:00	00:00:19		00:00:00	00:00:05	00:00:55	00:00:01	00:00:00		00:00:05	00:01:28
169	18:23:27	18:23:27	18:23:27	18:23:27	18:23:43	18:23:43			18:23:44	18:23:44	18:23:49	18:23:49	18:24:46	18:24:46	18:24:47	18:24:47	18:24:47	18:24:47			18:24:56	18:24:56		00:00:00	00:00:15		00:00:00	00:00:05	00:00:57	00:00:00	00:00:00		00:00:09	00:01:29
170	18:24:56	18:24:56	18:24:56	18:24:56	18:25:10	18:25:10			18:25:11	18:25:11	18:25:16	18:25:16	18:26:20	18:26:20	18:26:20	18:26:20	18:26:20	18:26:20	18:26:20	18:26:20	18:27:35	18:27:35		00:00:00	00:00:14		00:00:00	00:00:05	00:01:03	00:00:00	00:00:00	00:00:00	00:01:14	00:02:38
171	18:27:35	18:27:35	18:27:38	18:27:38	18:27:56	18:27:56			18:27:57	18:27:57	18:28:02	18:28:02	18:29:08	18:29:08	18:29:08	18:29:08	18:29:08	18:29:08			18:29:10	18:29:10		00:00:02	00:00:18		00:00:00	00:00:05	00:01:05	00:00:00	00:00:00		00:00:01	00:01:34
172	18:29:10	18:29:10	18:29:10	18:29:10	18:29:30	18:29:30			18:29:31	18:29:31	18:29:36	18:29:36	18:30:34	18:30:34	18:30:35	18:30:35	18:30:35	18:30:35			18:30:36	18:30:36		00:00:00	00:00:19		00:00:00	00:00:05	00:00:58	00:00:00	00:00:00		00:00:01	00:01:26
173	18:30:36	18:30:36	18:30:37	18:30:37	18:30:53	18:30:53			18:30:54	18:30:54	18:30:59	18:30:59	18:32:01	18:32:01	18:32:01	18:32:01	18:32:01	18:32:01			18:32:03	18:32:03		00:00:00	00:00:16		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:01	00:01:26
174	18:32:03	18:32:03	18:32:03	18:32:03	18:32:20	18:32:20			18:32:21	18:32:21	18:32:26	18:32:26	18:33:22	18:33:22	18:33:22	18:33:22	18:33:22	18:33:22			18:33:23	18:33:23		00:00:00	00:00:16		00:00:00	00:00:05	00:00:55	00:00:00	00:00:00		00:00:01	00:01:20
175	18:33:24	18:33:24	18:33:24	18:33:24	18:33:39	18:33:39			18:33:39	18:33:39	18:33:45	18:33:45	18:34:45	18:34:45	18:34:45	18:34:45	18:34:45	18:34:45			18:34:47	18:34:47		00:00:00	00:00:14		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:01	00:01:23
176	18:34:47	18:34:47	18:34:47	18:34:47	18:35:00	18:35:00			18:35:00	18:35:00	18:35:06	18:35:06	18:36:07	18:36:07	18:36:07	18:36:07	18:36:07	18:36:07			18:36:12	18:36:12		00:00:00	00:00:12		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:05	00:01:25
177	18:36:12	18:36:12	18:36:13	18:36:13	18:36:28	18:36:28			18:36:29	18:36:29	18:36:34	18:36:34	18:37:38	18:37:38	18:37:38	18:37:38	18:37:38	18:37:38			18:37:44	18:37:44		00:00:00	00:00:15		00:00:00	00:00:05	00:01:04	00:00:00	00:00:00		00:00:05	00:01:31
178	18:37:49	18:37:49	18:37:49	18:37:49	18:38:08	18:38:08			18:38:08	18:38:08	18:38:14	18:38:14	18:39:14	18:39:14	18:39:14	18:39:14	18:39:14	18:39:14			18:39:19	18:39:19		00:00:00	00:00:18		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:05	00:01:30
179	18:39:23	18:39:23	18:39:23	18:39:23	18:39:37	18:39:37			18:39:38	18:39:38	18:39:43	18:39:43	18:40:41	18:40:41	18:40:41	18:40:41	18:40:41	18:40:41			18:40:47	18:40:47		00:00:00	00:00:13		00:00:00	00:00:05	00:00:57	00:00:00	00:00:00		00:00:05	00:01:23
180	18:40:47	18:40:47	18:40:47	18:40:47	18:41:01	18:41:01			18:41:02	18:41:02	18:41:07	18:41:07	18:42:06	18:42:06	18:42:06	18:42:06	18:42:06	18:42:06	18:42:06	18:42:06	18:43:23	18:43:23		00:00:00	00:00:14		00:00:00	00:00:05	00:00:58	00:00:00	00:00:00	00:00:00	00:01:16	00:02:35
181	18:43:23	18:43:23	18:43:24	18:43:24	18:43:45	18:43:45			18:43:45	18:43:45	18:43:51	18:43:51	18:44:51	18:44:51	18:44:52	18:44:52	18:44:52	18:44:52			18:44:53	18:44:53		00:00:00	00:00:20		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:01	00:01:30
182	18:44:53	18:44:53	18:44:54	18:44:54	18:45:09	18:45:09			18:45:10	18:45:10	18:45:15	18:45:15	18:46:14	18:46:14	18:46:14	18:46:14	18:46:14	18:46:14			18:46:16	18:46:16		00:00:00	00:00:15		00:00:00	00:00:05	00:00:58	00:00:00	00:00:00		00:00:01	00:01:22
183	18:46:16	18:46:16	18:46:16	18:46:16	18:46:32	18:46:32			18:46:33	18:46:33	18:46:38	18:46:38	18:47:39	18:47:39	18:47:39	18:47:39	18:47:39	18:47:39			18:47:41	18:47:41		00:00:00	00:00:15		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:01	00:01:24
184	18:47:41	18:47:41	18:47:41	18:47:41	18:47:56	18:47:56			18:47:57	18:47:57	18:48:02	18:48:02	18:48:58	18:48:58	18:48:58	18:48:58	18:48:58	18:48:58			18:48:59	18:48:59		00:00:00	00:00:14		00:00:00	00:00:05	00:00:55	00:00:00	00:00:00		00:00:01	00:01:18
185	18:49:00	18:49:00	18:49:00	18:49:00	18:49:15	18:49:15			18:49:16	18:49:16	18:49:21	18:49:21	18:50:18	18:50:18	18:50:18	18:50:18	18:50:18	18:50:18			18:50:19	18:50:19		00:00:00	00:00:14		00:00:00	00:00:05	00:00:56	00:00:00	00:00:00		00:00:01	00:01:19
186	18:50:20	18:50:20	18:50:20	18:50:20	18:50:35	18:50:35			18:50:36	18:50:36	18:50:41	18:50:41	18:51:41	18:51:41	18:51:41	18:51:41	18:51:41	18:51:41			18:51:47	18:51:47		00:00:00	00:00:15		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:05	00:01:27
187	18:51:47	18:51:47	18:51:47	18:51:47	18:52:08	18:52:08			18:52:09	18:52:09	18:52:14	18:52:14	18:53:16	18:53:16	18:53:16	18:53:16	18:53:16	18:53:16			18:53:22	18:53:22		00:00:00	00:00:20		00:00:00	00:00:05	00:01:02	00:00:00	00:00:00		00:00:05	00:01:34
188	18:53:22	18:53:22	18:53:22	18:53:22	18:53:40	18:53:40			18:53:41	18:53:41	18:53:47	18:53:47	18:54:48	18:54:48	18:54:48	18:54:48	18:54:48	18:54:48			18:54:54	18:54:54		00:00:00	00:00:17		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:05	00:01:31
189	18:54:54	18:54:54	18:54:54	18:54:54	18:55:09	18:55:09			18:55:10	18:55:10	18:55:15	18:55:15	18:56:12	18:56:12	18:56:12	18:56:12	18:56:12	18:56:12			18:56:17	18:56:17		00:00:00	00:00:14		00:00:00	00:00:05	00:00:56	00:00:00	00:00:00		00:00:05	00:01:23
190	18:56:18	18:56:18	18:56:18	18:56:18	18:56:30	18:56:30			18:56:31	18:56:31	18:56:37	18:56:37	18:57:34	18:57:34	18:57:34	18:57:34	18:57:34	18:57:34	18:57:34	18:57:34	18:58:49	18:58:49		00:00:00	00:00:12		00:00:00	00:00:05	00:00:57	00:00:00	00:00:00	00:00:00	00:01:15	00:02:31
191	18:58:50	18:58:50	18:58:52	18:58:52	18:59:09	18:59:09			18:59:10	18:59:10	18:59:15	18:59:15	19:00:15	19:00:15	19:00:15	19:00:15	19:00:15	19:00:15			19:00:16	19:00:16		00:00:02	00:00:17		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:01	00:01:26
192	19:00:17	19:00:17	19:00:17	19:00:17	19:00:33	19:00:33			19:00:34	19:00:34	19:00:39	19:00:39	19:01:40	19:01:40	19:01:40	19:01:40	19:01:41	19:01:41			19:01:42	19:01:42		00:00:00	00:00:16		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:01	00:01:25
193	19:01:42	19:01:42	19:01:42	19:01:42	19:01:56	19:01:56			19:01:57	19:01:57	19:02:03	19:02:03	19:03:02	19:03:02	19:03:02	19:03:02	19:03:02	19:03:02			19:03:03	19:03:03		00:00:00	00:00:14		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:01	00:01:21
194	19:03:04	19:03:04	19:03:04	19:03:04	19:03:20	19:03:20			19:03:21	19:03:21	19:03:27	19:03:27	19:04:27	19:04:27	19:04:27	19:04:27	19:04:27	19:04:27			19:04:28	19:04:28		00:00:00	00:00:16		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:01	00:01:24
195	19:04:29	19:04:29	19:04:29	19:04:29	19:04:47	19:04:47			19:04:48	19:04:48	19:04:53	19:04:53	19:05:55	19:05:55	19:05:55	19:05:55	19:05:55	19:05:55			19:05:56	19:05:56		00:00:00	00:00:17		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:01	00:01:27
196	19:05:56	19:05:57	19:05:57	19:05:57	19:06:20	19:06:20			19:06:21	19:06:21	19:06:26	19:06:26	19:07:27	19:07:27	19:07:27	19:07:27	19:07:27	19:07:27			19:07:32	19:07:32		00:00:00	00:00:22		00:00:01	00:00:05	00:01:00	00:00:00	00:00:00		00:00:05	00:01:35
197	19:07:32	19:07:32	19:07:33	19:07:33	19:07:49	19:07:49			19:07:50	19:07:50	19:07:56	19:07:56	19:08:56	19:08:56	19:08:56	19:08:56	19:08:56	19:08:56			19:09:02	19:09:02		00:00:00	00:00:16		00:00:01	00:00:05	00:01:00	00:00:00	00:00:00		00:00:05	00:01:29
198	19:09:02	19:09:02	19:09:02	19:09:02	19:09:19	19:09:19			19:09:19	19:09:19	19:09:24	19:09:24	19:10:22	19:10:22	19:10:23	19:10:23	19:10:23	19:10:23			19:10:28	19:10:28		00:00:00	00:00:16		00:00:00	00:00:04	00:00:58	00:00:00	00:00:00		00:00:05	00:01:26
199	19:10:28	19:10:28	19:10:29	19:10:29	19:10:44	19:10:44			19:10:45	19:10:45	19:10:50	19:10:50	19:11:54	19:11:54	19:11:54	19:11:54	19:11:54	19:11:54			19:11:59	19:11:59		00:00:00	00:00:15		00:00:00	00:00:05	00:01:03	00:00:00	00:00:00		00:00:05	00:01:30
200	19:12:00	19:12:00	19:12:00	19:12:00	19:12:16	19:12:16	19:12:17	19:12:46	19:12:46	19:12:46	19:12:52	19:12:52	19:14:27	19:14:27	19:14:27	19:14:27	19:14:27	19:14:27	19:14:35	19:14:35	19:15:45	19:15:45		00:00:00	00:00:16	00:00:28	00:00:29	00:00:05	00:01:35	00:00:00	00:00:00	00:00:00	00:01:18	00:03:45
201	19:15:46	19:15:46	19:15:46	19:15:46	19:16:03	19:16:03			19:16:04	19:16:04	19:16:09	19:16:09	19:17:10	19:17:10	19:17:10	19:17:10	19:17:10	19:17:10			19:17:12	19:17:12		00:00:00	00:00:16		00:00:00	00:00:04	00:01:01	00:00:00	00:00:00		00:00:01	00:01:26
202	19:17:12	19:17:12	19:17:12	19:17:12	19:17:35	19:17:35			19:17:36	19:17:36	19:17:41	19:17:41	19:18:40	19:18:40	19:18:46	19:18:46	19:18:46	19:18:46			19:18:47	19:18:47		00:00:00	00:00:22		00:00:00	00:00:05	00:00:58	00:00:05	00:00:00		00:00:01	00:01:35
203	19:18:48	19:18:48	19:18:48	19:18:48	19:19:02	19:19:02			19:19:02	19:19:02	19:19:08	19:19:08	19:20:04	19:20:04	19:20:05	19:20:05	19:20:05	19:20:05			19:20:06	19:20:06		00:00:00	00:00:13		00:00:00	00:00:05	00:00:56	00:00:00	00:00:00		00:00:01	00:01:18
204	19:20:06	19:20:06	19:20:06	19:20:06	19:20:21	19:20:21			19:20:22	19:20:22	19:20:27	19:20:27	19:21:32	19:21:32	19:21:32	19:21:32	19:21:32	19:21:32			19:21:34	19:21:34		00:00:00	00:00:14		00:00:00	00:00:04	00:01:04	00:00:00	00:00:00		00:00:01	00:01:27
205	19:21:34	19:21:34	19:21:34	19:21:34	19:21:51	19:21:51			19:21:52	19:21:52	19:21:57	19:21:57	19:22:59	19:22:59	19:22:59	19:22:59	19:22:59	19:22:59			19:23:01	19:23:01		00:00:00	00:00:16		00:00:00	00:00:05	00:01:02	00:00:00	00:00:00		00:00:01	00:01:26
206	19:23:01	19:23:01	19:23:01	19:23:01	19:23:17	19:23:17			19:23:18	19:23:18	19:23:23	19:23:23	19:24:25	19:24:25	19:24:26	19:24:26	19:24:26	19:24:26			19:24:31	19:24:31		00:00:00	00:00:15		00:00:00	00:00:05	00:01:02	00:00:00	00:00:00		00:00:05	00:01:29
207	19:24:31	19:24:31	19:24:32	19:24:32	19:24:48	19:24:48			19:24:48	19:24:48	19:24:54	19:24:54	19:25:50	19:25:50	19:25:50	19:25:50	19:25:50	19:25:50			19:25:55	19:25:55		00:00:00	00:00:15		00:00:00	00:00:05	00:00:56	00:00:00	00:00:00		00:00:05	00:01:23
208	19:25:56	19:25:56	19:25:56	19:25:56	19:26:12	19:26:12			19:26:13	19:26:13	19:26:19	19:26:19	19:27:19	19:27:19	19:27:19	19:27:19	19:27:19	19:27:19			19:27:25	19:27:25		00:00:00	00:00:16		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:05	00:01:29
209	19:27:25	19:27:25	19:27:25	19:27:25	19:27:39	19:27:39			19:27:40	19:27:40	19:27:46	19:27:46	19:28:42	19:28:42	19:28:42	19:28:42	19:28:42	19:28:42			19:28:47	19:28:47		00:00:00	00:00:14		00:00:00	00:00:05	00:00:56	00:00:00	00:00:00		00:00:05	00:01:22
210	19:28:48	19:28:48	19:28:48	19:28:48	19:29:06	19:29:06			19:29:07	19:29:07	19:29:12	19:29:12	19:30:12	19:30:12	19:30:12	19:30:12	19:30:12	19:30:12	19:30:12	19:30:12	19:31:27	19:31:27		00:00:00	00:00:17		00:00:00	00:00:04	00:01:00	00:00:00	00:00:00	00:00:00	00:01:14	00:02:38
211	19:31:27	19:31:27	19:31:28	19:31:28	19:31:42	19:31:42			19:31:43	19:31:43	19:31:48	19:31:48	19:32:52	19:32:52	19:32:52	19:32:52	19:32:52	19:32:52			19:32:54	19:32:54		00:00:00	00:00:14		00:00:00	00:00:05	00:01:03	00:00:00	00:00:00		00:00:01	00:01:26
212	19:32:54	19:32:54	19:32:54	19:32:54	19:33:10	19:33:10			19:33:11	19:33:11	19:33:17	19:33:17	19:34:16	19:34:16	19:34:16	19:34:16	19:34:16	19:34:16			19:34:17	19:34:17		00:00:00	00:00:16		00:00:00	00:00:05	00:00:58	00:00:00	00:00:00		00:00:01	00:01:23
213	19:34:17	19:34:17	19:34:18	19:34:18	19:34:30	19:34:30			19:34:31	19:34:31	19:34:36	19:34:36	19:35:37	19:35:37	19:35:37	19:35:37	19:35:37	19:35:37			19:35:38	19:35:38		00:00:00	00:00:12		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:01	00:01:20
214	19:35:39	19:35:39	19:35:39	19:35:39	19:36:00	19:36:00			19:36:00	19:36:00	19:36:06	19:36:06	19:37:08	19:37:08	19:37:08	19:37:08	19:37:08	19:37:08			19:37:10	19:37:10		00:00:00	00:00:20		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:01	00:01:30
215	19:37:10	19:37:10	19:37:10	19:37:10	19:37:26	19:37:26			19:37:26	19:37:26	19:37:32	19:37:32	19:38:34	19:38:34	19:38:34	19:38:34	19:38:34	19:38:34			19:38:35	19:38:35		00:00:00	00:00:15		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:01	00:01:25
216	19:38:35	19:38:35	19:38:36	19:38:36	19:38:50	19:38:50			19:38:51	19:38:51	19:38:57	19:38:57	19:39:53	19:39:53	19:39:54	19:39:54	19:39:54	19:39:54			19:39:59	19:39:59		00:00:00	00:00:14		00:00:00	00:00:05	00:00:56	00:00:00	00:00:00		00:00:05	00:01:23
217	19:39:59	19:39:59	19:40:00	19:40:00	19:40:15	19:40:15			19:40:16	19:40:16	19:40:25	19:40:25	19:41:27	19:41:27	19:41:27	19:41:27	19:41:27	19:41:27			19:41:32	19:41:32		00:00:00	00:00:15		00:00:00	00:00:08	00:01:01	00:00:00	00:00:00		00:00:05	00:01:32
218	19:41:33	19:41:33	19:41:33	19:41:33	19:41:50	19:41:50			19:41:51	19:41:51	19:41:57	19:41:57	19:42:55	19:42:55	19:42:55	19:42:55	19:42:55	19:42:55			19:43:01	19:43:01		00:00:00	00:00:17		00:00:00	00:00:05	00:00:58	00:00:00	00:00:00		00:00:05	00:01:28
219	19:43:01	19:43:01	19:43:01	19:43:01	19:43:16	19:43:16			19:43:17	19:43:17	19:43:22	19:43:22	19:44:18	19:44:18	19:44:18	19:44:18	19:44:18	19:44:18			19:44:23	19:44:23		00:00:00	00:00:14		00:00:00	00:00:05	00:00:55	00:00:00	00:00:00		00:00:05	00:01:22
220	19:44:24	19:44:24	19:44:24	19:44:24	19:44:39	19:44:39			19:44:40	19:44:40	19:44:45	19:44:45	19:45:52	19:45:52	19:45:52	19:45:52	19:45:52	19:45:52	19:45:52	19:45:52	19:47:13	19:47:13		00:00:00	00:00:14		00:00:00	00:00:04	00:01:06	00:00:00	00:00:00	00:00:00	00:01:20	00:02:48
221	19:47:13	19:47:13	19:47:14	19:47:14	19:47:31	19:47:31			19:47:32	19:47:32	19:47:37	19:47:37	19:48:36	19:48:36	19:48:36	19:48:36	19:48:36	19:48:36			19:48:38	19:48:38		00:00:01	00:00:16		00:00:00	00:00:05	00:00:58	00:00:00	00:00:00		00:00:01	00:01:24
222	19:48:38	19:48:38	19:48:38	19:48:38	19:48:55	19:48:55			19:48:56	19:48:56	19:49:01	19:49:01	19:50:03	19:50:03	19:50:03	19:50:03	19:50:03	19:50:03			19:50:05	19:50:05		00:00:00	00:00:16		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:01	00:01:26
223	19:50:05	19:50:05	19:50:05	19:50:05	19:50:25	19:50:25			19:50:26	19:50:26	19:50:31	19:50:31	19:51:33	19:51:33	19:51:33	19:51:33	19:51:33	19:51:33			19:51:38	19:51:38		00:00:00	00:00:19		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:05	00:01:32
224	19:51:39	19:51:39	19:51:39	19:51:39	19:51:55	19:51:55			19:51:56	19:51:56	19:52:02	19:52:02	19:53:01	19:53:01	19:53:01	19:53:01	19:53:01	19:53:01			19:53:03	19:53:03		00:00:00	00:00:16		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:01	00:01:24
225	19:53:03	19:53:03	19:53:03	19:53:03	19:53:21	19:53:21			19:53:22	19:53:22	19:53:27	19:53:27	19:54:30	19:54:30	19:54:30	19:54:30	19:54:30	19:54:30			19:54:31	19:54:31		00:00:00	00:00:17		00:00:00	00:00:05	00:01:02	00:00:00	00:00:00		00:00:01	00:01:28
226	19:54:31	19:54:31	19:54:32	19:54:32	19:54:49	19:54:49			19:54:50	19:54:50	19:54:55	19:54:55	19:55:53	19:55:53	19:55:53	19:55:53	19:55:53	19:55:53			19:55:58	19:55:58		00:00:00	00:00:17		00:00:00	00:00:05	00:00:57	00:00:00	00:00:00		00:00:05	00:01:26
227	19:55:59	19:55:59	19:55:59	19:55:59	19:56:13	19:56:13			19:56:14	19:56:14	19:56:19	19:56:19	19:57:17	19:57:17	19:57:17	19:57:17	19:57:17	19:57:17			19:57:23	19:57:23		00:00:00	00:00:14		00:00:00	00:00:05	00:00:57	00:00:00	00:00:00		00:00:05	00:01:23
228	19:57:23	19:57:23	19:57:23	19:57:23	19:57:42	19:57:42			19:57:43	19:57:43	19:57:49	19:57:49	19:58:46	19:58:46	19:58:47	19:58:47	19:58:47	19:58:47			19:58:52	19:58:52		00:00:00	00:00:19		00:00:00	00:00:05	00:00:57	00:00:00	00:00:00		00:00:05	00:01:28
229	19:58:52	19:58:52	19:58:53	19:58:53	19:59:08	19:59:08			19:59:09	19:59:09	19:59:14	19:59:14	20:00:15	20:00:15	20:00:15	20:00:15	20:00:15	20:00:15			20:00:20	20:00:20		00:00:00	00:00:15		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:05	00:01:27
230	20:00:21	20:00:21	20:00:21	20:00:21	20:00:35	20:00:35			20:00:36	20:00:36	20:00:42	20:00:42	20:01:42	20:01:42	20:01:42	20:01:42	20:01:42	20:01:42	20:01:42	20:01:42	20:02:59	20:02:59		00:00:00	00:00:14		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00	00:00:00	00:01:16	00:02:37
231	20:02:59	20:02:59	20:03:00	20:03:00	20:03:18	20:03:18			20:03:19	20:03:19	20:03:24	20:03:24	20:04:23	20:04:23	20:04:23	20:04:23	20:04:23	20:04:23			20:04:25	20:04:25		00:00:00	00:00:18		00:00:00	00:00:04	00:00:59	00:00:00	00:00:00		00:00:01	00:01:25
232	20:04:25	20:04:25	20:04:25	20:04:25	20:04:43	20:04:43			20:04:44	20:04:44	20:04:50	20:04:50	20:05:49	20:05:49	20:05:49	20:05:49	20:05:49	20:05:49			20:05:50	20:05:50		00:00:00	00:00:18		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:01	00:01:25
233	20:05:51	20:05:51	20:05:51	20:05:51	20:06:06	20:06:06			20:06:07	20:06:07	20:06:13	20:06:13	20:07:15	20:07:15	20:07:15	20:07:15	20:07:15	20:07:15			20:07:17	20:07:17		00:00:00	00:00:15		00:00:00	00:00:05	00:01:02	00:00:00	00:00:00		00:00:01	00:01:26
