Iteration	access_egress_pt_travel	access_egress_pt_wait	bike_travel	bike_wait	car_travel	car_wait	freight_travel	freight_wait	pt_travel	pt_wait	ride_travel	ride_wait	ride_school_bus_travel	ride_school_bus_wait	ride_taxi_travel	ride_taxi_wait	stageActivity_travel	stageActivity_wait	walk_travel	walk_wait
227	81.01972222222223	0.0	1057.7972222222222	0.0	11185.608055555556	0.0	262.0933333333333	0.0	378.96527777777777	224.82805555555555	4020.2791666666667	0.0	100.95944444444444	0.0	122.43638888888889	0.0	0.0	0.0	13517.995555555555	0.0
228	80.165	0.0	1005.1766666666666	0.0	11196.926388888889	0.0	260.9775	0.0	400.47222222222223	246.47277777777776	3987.0391666666665	0.0	102.2238888888889	0.0	126.29722222222222	0.0	0.0	0.0	13463.524166666666	0.0
229	81.57722222222222	0.0	957.7794444444445	0.0	11208.640555555556	0.0	264.1688888888889	0.0	387.54	248.71277777777777	4003.918888888889	0.0	102.03583333333333	0.0	127.87222222222222	0.0	0.0	0.0	13483.446666666667	0.0
230	66.35805555555555	0.0	1075.52	0.0	11200.040833333333	0.0	262.56055555555554	0.0	362.1119444444444	204.54888888888888	4004.716388888889	0.0	101.48472222222222	0.0	135.31722222222223	0.0	0.0	0.0	13220.558055555555	0.0
231	67.63944444444445	0.0	994.7925	0.0	11189.574166666667	0.0	264.59194444444444	0.0	372.8441666666667	207.7475	4007.092222222222	0.0	101.69416666666666	0.0	130.0888888888889	0.0	0.0	0.0	13472.680555555555	0.0
232	74.065	0.0	1059.5822222222223	0.0	11168.376666666667	0.0	264.2872222222222	0.0	384.1613888888889	229.46944444444443	4012.906111111111	0.0	101.82388888888889	0.0	125.15333333333334	0.0	0.0	0.0	13383.781666666666	0.0
233	79.4088888888889	0.0	1038.6525	0.0	11167.06138888889	0.0	262.3697222222222	0.0	367.0077777777778	231.37833333333333	4012.771388888889	0.0	102.02777777777777	0.0	141.32055555555556	0.0	0.0	0.0	13251.676666666666	0.0
234	88.05194444444444	0.0	1044.3105555555555	0.0	11154.644722222221	0.0	264.1766666666667	0.0	398.0052777777778	251.86	3994.3230555555556	0.0	103.29305555555555	0.0	128.41222222222223	0.0	0.0	0.0	13536.307777777778	0.0
235	77.17027777777778	0.0	1163.8094444444444	0.0	11176.53611111111	0.0	261.75	0.0	390.2138888888889	234.11583333333334	3990.295833333333	0.0	103.11055555555555	0.0	126.90194444444444	0.0	0.0	0.0	13234.428333333333	0.0
236	69.0275	0.0	1045.9177777777777	0.0	11159.7775	0.0	261.1408333333333	0.0	366.2347222222222	201.53694444444446	4000.7980555555555	0.0	102.83611111111111	0.0	147.74944444444444	0.0	0.0	0.0	13323.174722222222	0.0
237	65.12944444444445	0.0	1054.9405555555556	0.0	11186.612777777778	0.0	261.99333333333334	0.0	371.43444444444447	208.32444444444445	4003.37	0.0	100.35472222222222	0.0	131.14777777777778	0.0	0.0	0.0	13257.944722222222	0.0
238	76.06055555555555	0.0	1123.535	0.0	11152.205277777777	0.0	259.30916666666667	0.0	378.61694444444447	229.31194444444444	4020.98	0.0	99.99416666666667	0.0	133.7302777777778	0.0	0.0	0.0	13509.975	0.0
239	86.95444444444445	0.0	1053.2430555555557	0.0	11146.779722222222	0.0	259.0652777777778	0.0	408.29527777777776	228.2175	4040.0455555555554	0.0	99.41583333333334	0.0	121.06083333333333	0.0	0.0	0.0	13388.916111111112	0.0
240	86.61833333333334	0.0	991.9252777777778	0.0	11162.369444444445	0.0	260.84694444444443	0.0	415.56583333333333	252.66361111111112	4039.8708333333334	0.0	98.78166666666667	0.0	131.99027777777778	0.0	0.0	0.0	13206.708888888888	0.0
241	38.00833333333333	0.0	799.5336111111111	0.0	11312.685277777779	0.0	258.9797222222222	0.0	281.0936111111111	125.04638888888888	4093.7952777777778	0.0	97.37138888888889	0.0	67.03166666666667	0.0	0.0	0.0	12352.120277777778	0.0
242	36.26861111111111	0.0	803.1305555555556	0.0	11318.924722222222	0.0	257.7994444444444	0.0	275.2919444444444	121.80083333333333	4081.0152777777776	0.0	97.04222222222222	0.0	66.12055555555555	0.0	0.0	0.0	12332.593333333334	0.0
243	35.683055555555555	0.0	803.3275	0.0	11323.748333333333	0.0	257.8622222222222	0.0	270.0341666666667	116.24944444444445	4073.6075	0.0	97.03333333333333	0.0	65.06111111111112	0.0	0.0	0.0	12312.700277777778	0.0
244	36.09305555555556	0.0	803.8394444444444	0.0	11318.670833333334	0.0	257.5838888888889	0.0	265.64416666666665	115.45222222222222	4073.216388888889	0.0	96.75722222222223	0.0	64.45333333333333	0.0	0.0	0.0	12302.125	0.0
245	37.51694444444445	0.0	800.9247222222223	0.0	11314.760555555555	0.0	257.16805555555555	0.0	267.0425	115.92305555555555	4074.9972222222223	0.0	96.88694444444444	0.0	63.51916666666666	0.0	0.0	0.0	12291.974722222221	0.0
246	37.29694444444444	0.0	799.6858333333333	0.0	11319.334722222222	0.0	257.1666666666667	0.0	266.27472222222224	115.70916666666666	4072.2902777777776	0.0	96.70916666666666	0.0	62.70055555555555	0.0	0.0	0.0	12275.844722222222	0.0
247	37.16444444444444	0.0	804.2180555555556	0.0	11316.20611111111	0.0	257.15444444444444	0.0	264.70916666666665	115.01722222222222	4069.7419444444445	0.0	96.55166666666666	0.0	61.964444444444446	0.0	0.0	0.0	12263.618055555555	0.0
248	37.16444444444444	0.0	804.7775	0.0	11312.16	0.0	257.12666666666667	0.0	264.70916666666665	115.01722222222222	4070.358333333333	0.0	96.28305555555555	0.0	61.73916666666667	0.0	0.0	0.0	12263.368611111111	0.0
249	37.16444444444444	0.0	805.2338888888889	0.0	11320.392777777777	0.0	257.13194444444446	0.0	264.9058333333333	115.03888888888889	4058.909722222222	0.0	96.07055555555556	0.0	61.284444444444446	0.0	0.0	0.0	12265.810833333333	0.0
250	37.16444444444444	0.0	804.7394444444444	0.0	11316.94638888889	0.0	256.68361111111113	0.0	263.05305555555555	114.58916666666667	4060.3463888888887	0.0	95.73694444444445	0.0	61.083333333333336	0.0	0.0	0.0	12265.397222222222	0.0
251	37.16444444444444	0.0	804.8969444444444	0.0	11316.321666666667	0.0	256.06583333333333	0.0	263.05305555555555	114.58944444444444	4057.953611111111	0.0	95.23722222222223	0.0	60.92055555555555	0.0	0.0	0.0	12262.181111111111	0.0
252	37.16444444444444	0.0	804.3916666666667	0.0	11322.842222222222	0.0	256.0047222222222	0.0	263.05305555555555	114.70805555555556	4049.2697222222223	0.0	95.24055555555556	0.0	60.346944444444446	0.0	0.0	0.0	12264.591388888888	0.0
253	37.30305555555555	0.0	803.6788888888889	0.0	11320.039444444445	0.0	255.985	0.0	262.81166666666667	114.67055555555555	4048.3669444444445	0.0	95.24055555555556	0.0	60.346666666666664	0.0	0.0	0.0	12262.836666666666	0.0
254	37.30305555555555	0.0	803.6788888888889	0.0	11319.235	0.0	255.99777777777777	0.0	262.1719444444444	114.22638888888889	4045.8713888888888	0.0	94.88111111111111	0.0	60.483333333333334	0.0	0.0	0.0	12264.16111111111	0.0
255	37.30305555555555	0.0	805.0688888888889	0.0	11316.286666666667	0.0	255.6538888888889	0.0	262.0466666666667	114.2611111111111	4042.6541666666667	0.0	94.86194444444445	0.0	60.85027777777778	0.0	0.0	0.0	12262.709722222222	0.0
256	39.039722222222224	0.0	806.1075	0.0	11313.355555555556	0.0	255.59722222222223	0.0	260.8933333333333	115.07083333333334	4041.1613888888887	0.0	94.86	0.0	60.48722222222222	0.0	0.0	0.0	12255.909444444444	0.0
257	40.88194444444444	0.0	805.6647222222222	0.0	11311.985555555555	0.0	255.34333333333333	0.0	261.35777777777776	116.54972222222223	4040.08	0.0	94.60277777777777	0.0	60.0725	0.0	0.0	0.0	12253.605277777779	0.0
258	40.88194444444444	0.0	805.6658333333334	0.0	11312.303333333333	0.0	255.3047222222222	0.0	261.35777777777776	116.54972222222223	4037.447777777778	0.0	94.70861111111111	0.0	60.26	0.0	0.0	0.0	12255.59638888889	0.0
259	40.88194444444444	0.0	805.6044444444444	0.0	11310.506944444445	0.0	255.26888888888888	0.0	261.35777777777776	116.54972222222223	4036.1588888888887	0.0	94.7	0.0	60.27111111111111	0.0	0.0	0.0	12256.154166666667	0.0
260	40.88194444444444	0.0	806.1227777777777	0.0	11312.060833333333	0.0	255.2675	0.0	261.35777777777776	116.54305555555555	4035.6608333333334	0.0	94.79	0.0	60.29333333333334	0.0	0.0	0.0	12254.58138888889	0.0
261	40.77972222222222	0.0	804.5086111111111	0.0	11312.726388888888	0.0	255.09	0.0	260.60027777777776	116.51611111111112	4035.9738888888887	0.0	94.8013888888889	0.0	59.510555555555555	0.0	0.0	0.0	12255.8975	0.0
262	40.77972222222222	0.0	806.7269444444445	0.0	11307.985555555555	0.0	254.8388888888889	0.0	260.60027777777776	116.46	4038.0319444444444	0.0	94.57666666666667	0.0	59.547777777777775	0.0	0.0	0.0	12250.452777777778	0.0
263	40.77972222222222	0.0	806.9858333333333	0.0	11308.755	0.0	254.59666666666666	0.0	260.12166666666667	116.08944444444444	4037.456111111111	0.0	94.66055555555556	0.0	59.465555555555554	0.0	0.0	0.0	12248.393333333333	0.0
264	40.77972222222222	0.0	806.9858333333333	0.0	11307.375833333334	0.0	254.45916666666668	0.0	258.96166666666664	115.55888888888889	4032.2075	0.0	94.65861111111111	0.0	59.465555555555554	0.0	0.0	0.0	12247.869444444445	0.0
265	40.77972222222222	0.0	806.3069444444444	0.0	11307.144722222221	0.0	254.2625	0.0	258.96166666666664	115.55888888888889	4031.847222222222	0.0	94.78555555555556	0.0	59.69	0.0	0.0	0.0	12247.531388888889	0.0
266	40.646388888888886	0.0	806.3069444444444	0.0	11309.650833333333	0.0	254.27388888888888	0.0	259.10777777777776	115.56166666666667	4029.9577777777777	0.0	94.8536111111111	0.0	59.62638888888889	0.0	0.0	0.0	12245.840277777777	0.0
267	40.646388888888886	0.0	806.3025	0.0	11311.89	0.0	254.285	0.0	259.10777777777776	115.56166666666667	4027.2825	0.0	94.54638888888888	0.0	59.63777777777778	0.0	0.0	0.0	12247.656944444445	0.0
268	40.646388888888886	0.0	803.3430555555556	0.0	11312.554166666667	0.0	254.32444444444445	0.0	259.10777777777776	115.57055555555556	4025.427777777778	0.0	94.42222222222222	0.0	59.632777777777775	0.0	0.0	0.0	12249.18888888889	0.0
269	40.646388888888886	0.0	804.1497222222222	0.0	11311.152777777777	0.0	254.32	0.0	259.10777777777776	115.57055555555556	4024.1736111111113	0.0	94.14222222222222	0.0	59.632777777777775	0.0	0.0	0.0	12247.704722222223	0.0
270	40.41111111111111	0.0	804.8630555555555	0.0	11310.333888888888	0.0	254.29666666666665	0.0	257.8277777777778	115.14083333333333	4023.633888888889	0.0	94.14361111111111	0.0	59.38527777777778	0.0	0.0	0.0	12247.060555555556	0.0
271	40.41111111111111	0.0	804.8630555555555	0.0	11308.324722222222	0.0	254.36083333333335	0.0	257.8277777777778	115.14694444444444	4024.5802777777776	0.0	94.15777777777778	0.0	59.56666666666667	0.0	0.0	0.0	12245.956944444444	0.0
272	40.41111111111111	0.0	804.3802777777778	0.0	11305.54611111111	0.0	254.4638888888889	0.0	257.8277777777778	115.14111111111112	4022.2891666666665	0.0	94.00861111111111	0.0	59.659166666666664	0.0	0.0	0.0	12246.356666666667	0.0
273	40.41111111111111	0.0	804.3802777777778	0.0	11306.465555555556	0.0	254.3947222222222	0.0	257.5672222222222	114.96	4022.8288888888887	0.0	93.95138888888889	0.0	59.43333333333333	0.0	0.0	0.0	12244.949166666667	0.0
274	40.41111111111111	0.0	806.2708333333334	0.0	11302.614444444445	0.0	254.37583333333333	0.0	257.5672222222222	114.83361111111111	4020.9919444444445	0.0	93.94722222222222	0.0	59.49444444444445	0.0	0.0	0.0	12243.673055555555	0.0
275	40.41111111111111	0.0	806.2708333333334	0.0	11304.033611111112	0.0	254.40805555555556	0.0	258.47444444444443	116.0736111111111	4019.568888888889	0.0	93.41444444444444	0.0	59.49583333333333	0.0	0.0	0.0	12244.281388888889	0.0
276	40.41111111111111	0.0	805.6730555555556	0.0	11305.76638888889	0.0	254.42222222222222	0.0	258.47444444444443	116.0736111111111	4018.6697222222224	0.0	92.74916666666667	0.0	59.52472222222222	0.0	0.0	0.0	12243.812777777777	0.0
277	40.41111111111111	0.0	805.6730555555556	0.0	11304.072777777777	0.0	254.3672222222222	0.0	258.47444444444443	116.0736111111111	4019.318333333333	0.0	93.07027777777778	0.0	59.725833333333334	0.0	0.0	0.0	12241.101666666667	0.0
278	40.41111111111111	0.0	806.9844444444444	0.0	11302.468055555555	0.0	254.6436111111111	0.0	258.47444444444443	116.0736111111111	4021.0866666666666	0.0	93.07861111111112	0.0	59.755	0.0	0.0	0.0	12236.620277777778	0.0
279	40.41111111111111	0.0	806.4016666666666	0.0	11301.615555555556	0.0	254.63583333333332	0.0	258.55944444444447	115.99361111111111	4022.257777777778	0.0	92.81388888888888	0.0	59.62972222222222	0.0	0.0	0.0	12238.944166666666	0.0
280	40.41111111111111	0.0	806.9305555555555	0.0	11301.230555555556	0.0	254.47916666666666	0.0	258.55944444444447	115.98277777777778	4021.9416666666666	0.0	92.86361111111111	0.0	59.62972222222222	0.0	0.0	0.0	12237.294722222223	0.0
281	40.41111111111111	0.0	806.9305555555555	0.0	11302.166944444445	0.0	254.425	0.0	258.55944444444447	115.98277777777778	4020.535277777778	0.0	92.84527777777778	0.0	59.50527777777778	0.0	0.0	0.0	12236.146944444445	0.0
282	40.54638888888889	0.0	805.6772222222222	0.0	11301.1325	0.0	254.37416666666667	0.0	258.6136111111111	116.52527777777777	4021.41	0.0	93.02805555555555	0.0	59.49777777777778	0.0	0.0	0.0	12237.349166666667	0.0
283	40.68416666666667	0.0	807.2455555555556	0.0	11300.879722222222	0.0	254.31833333333333	0.0	259.9816666666667	116.75611111111111	4020.6858333333334	0.0	92.94722222222222	0.0	59.36972222222222	0.0	0.0	0.0	12236.142222222223	0.0
284	40.68416666666667	0.0	806.2447222222222	0.0	11301.740555555556	0.0	254.29833333333335	0.0	260.68083333333334	117.36194444444445	4018.943333333333	0.0	92.94722222222222	0.0	59.360277777777775	0.0	0.0	0.0	12234.587777777779	0.0
285	40.68416666666667	0.0	806.2447222222222	0.0	11299.4325	0.0	254.37083333333334	0.0	260.6638888888889	117.22555555555556	4019.858333333333	0.0	93.09916666666666	0.0	59.22083333333333	0.0	0.0	0.0	12235.878888888888	0.0
286	40.68416666666667	0.0	806.2447222222222	0.0	11295.930555555555	0.0	254.365	0.0	260.6638888888889	117.23166666666667	4020.7327777777778	0.0	93.1025	0.0	59.1825	0.0	0.0	0.0	12235.51638888889	0.0
287	40.68416666666667	0.0	806.2447222222222	0.0	11295.999444444444	0.0	254.3488888888889	0.0	260.6638888888889	117.23166666666667	4019.402222222222	0.0	93.12194444444444	0.0	59.231944444444444	0.0	0.0	0.0	12234.190277777778	0.0
288	40.68416666666667	0.0	806.8530555555556	0.0	11295.530555555555	0.0	254.32944444444445	0.0	260.6638888888889	117.22694444444444	4016.5994444444445	0.0	93.0925	0.0	59.17388888888889	0.0	0.0	0.0	12233.880555555555	0.0
289	40.68416666666667	0.0	807.4508333333333	0.0	11294.405277777778	0.0	254.3697222222222	0.0	261.12805555555553	117.47972222222222	4014.2791666666667	0.0	93.46444444444444	0.0	59.17138888888889	0.0	0.0	0.0	12232.833611111111	0.0
290	40.68416666666667	0.0	807.4508333333333	0.0	11298.203055555556	0.0	254.28861111111112	0.0	261.12805555555553	117.47361111111111	4010.284166666667	0.0	93.30722222222222	0.0	59.05555555555556	0.0	0.0	0.0	12233.796388888888	0.0
291	40.68416666666667	0.0	807.4508333333333	0.0	11297.895555555555	0.0	254.41722222222222	0.0	261.12805555555553	117.47972222222222	4010.2697222222223	0.0	93.31888888888889	0.0	59.03	0.0	0.0	0.0	12232.986944444445	0.0
292	40.68416666666667	0.0	807.4508333333333	0.0	11297.811666666666	0.0	254.37083333333334	0.0	261.12805555555553	117.47972222222222	4009.2297222222223	0.0	93.3236111111111	0.0	58.95	0.0	0.0	0.0	12233.585277777778	0.0
293	40.68416666666667	0.0	807.4508333333333	0.0	11294.271111111111	0.0	254.3997222222222	0.0	261.12805555555553	117.47777777777777	4009.051388888889	0.0	93.48583333333333	0.0	58.950833333333335	0.0	0.0	0.0	12233.585277777778	0.0
294	40.68416666666667	0.0	807.4508333333333	0.0	11296.795833333334	0.0	254.39777777777778	0.0	261.1175	117.45194444444445	4007.8394444444443	0.0	92.63083333333333	0.0	58.986111111111114	0.0	0.0	0.0	12232.875	0.0
295	40.68416666666667	0.0	807.4508333333333	0.0	11297.773611111112	0.0	254.40472222222223	0.0	259.53472222222223	117.265	4006.4183333333335	0.0	92.25722222222223	0.0	58.97805555555556	0.0	0.0	0.0	12231.910833333333	0.0
296	40.68416666666667	0.0	808.0958333333333	0.0	11296.93611111111	0.0	254.39111111111112	0.0	259.52416666666664	117.2375	4005.6691666666666	0.0	92.13138888888889	0.0	59.144444444444446	0.0	0.0	0.0	12231.029444444444	0.0
297	40.68416666666667	0.0	807.3325	0.0	11295.515833333333	0.0	254.31555555555556	0.0	259.52416666666664	117.23861111111111	4006.869722222222	0.0	91.89805555555556	0.0	59.144444444444446	0.0	0.0	0.0	12232.95388888889	0.0
298	40.54638888888889	0.0	806.7902777777778	0.0	11292.992222222223	0.0	254.3525	0.0	257.54305555555555	116.80833333333334	4006.6580555555556	0.0	91.76222222222222	0.0	59.17333333333333	0.0	0.0	0.0	12232.090277777777	0.0
299	40.54638888888889	0.0	806.2744444444445	0.0	11292.685555555556	0.0	254.3525	0.0	257.5325	116.78194444444445	4005.791111111111	0.0	91.34611111111111	0.0	59.17333333333333	0.0	0.0	0.0	12234.575277777778	0.0
300	40.54638888888889	0.0	806.2744444444445	0.0	11293.288888888888	0.0	254.33083333333335	0.0	257.5572222222222	116.30972222222222	4005.2283333333335	0.0	91.38416666666667	0.0	59.014722222222225	0.0	0.0	0.0	12235.961944444445	0.0
